source,detention_facility_code,name,address_full,address,city,state,latitude,longitude,zip,n_codings
team-geocoding,SHERBMN,Sherburne County Jail Services,"13880 Business Center Drive Nw, Elk River, MN 55330",13880 Business Center Drive Nw,Elk River,MN,45.3045097,-93.61927716,55330,2
team-geocoding,RVBHHTX,Rio Vista Behv Health Hospital,"1390 Northwestern Drive, El Paso, TX 79912",1390 Northwestern Drive,El Paso,TX,31.88017096,-106.5738939,79912,2
hold,RDUHOLD,Raleigh Hold Room,"140 Centrewest Court, Cary, Nc 27513",140 Centrewest Court,Cary,NC,35.81946182,-78.80529998,27513,2
team-geocoding,NORFOVA,Norfolk City Jail,"140 East St, Norfolk, VA 23510",140 East St,Norfolk,VA,36.84462503,-76.28244703,23510,2
team-geocoding,POTTAIA,Pottawattamie County Jail,"1400 Big Lake Road, Council Bluffs, IA 51501",1400 Big Lake Road,Council Bluffs,IA,41.28441839,-95.86505806,51501,2
team-geocoding,WEBERUT,Weber County Jail,"1400 Depot Dr, Ogden, UT 84404",1400 Depot Dr,Ogden,UT,41.24036286,-111.9935134,84404,2
team-geocoding,AKCOOKI,Anchorage Correctional Complex,"1400 E 4th Ave, Anchorage, AK 99501",1400 E 4th Ave,Anchorage,AK,61.21861499,-149.8555073,99501,2
team-geocoding,MRMCSCA,Marian Regional Medical Center,"1400 E Church St, Santa Maria, CA 93454",1400 E Church St,Santa Maria,CA,34.95102974,-120.4132439,93454,2
team-geocoding,ANCHOAK,Anchorage Correctional Complex,"1400 E Fourth Ave, Anchorage, AK 99501",1400 E Fourth Ave,Anchorage,AK,61.21848468,-149.8568744,99501,2
team-geocoding,UMIAHFL,University of Miami Hospital,"1400 Nw 12th Avenue, Miami, FL 33136",1400 Nw 12th Avenue,Miami,FL,25.78835029,-80.21564345,33136,2
team-geocoding,ADVHDCA,Adventist Health Delano,"1401 Garces Highway, Delano, CA 93215",1401 Garces Highway,Delano,CA,35.76232272,-119.2389025,93215,2
team-geocoding,RGHOSTX,Rio Grande State Center,"1401 Rangerville Rd., Harlingen, TX 78550",1401 Rangerville Rd.,Harlingen,TX,26.16068299,-97.70724565,78550,2
team-geocoding,NWREGVA,Northwest Regional Adult Detention,"141 Fort Collier Road, Winchester, VA 22603",141 Fort Collier Road,Winchester,VA,39.1984636,-78.14444106,22603,2
team-geocoding,MINICID,Minicassia Detention Center,"1415 Albion Avenue, Burley, ID 83318",1415 Albion Avenue,Burley,ID,42.53503506,-113.7911899,83318,2
team-geocoding,ECRMCCA,El Centro Regional Medical Center,"1415 Ross Ave, El Centro, CA 92243",1415 Ross Ave,El Centro,CA,32.78045379,-115.5685204,92243,2
team-geocoding,WMDBHFL,West Miami Dade Bapt Health Emergency,"14150 SW 136th St, Miami, FL 33186",14150 SW 136th St,Miami,FL,25.64000251,-80.42243548,33186,2
hold,GRRHOLD,Greer Hold Room,"142-F West Phillips Road, Greer, Sc 29650",142-F West Phillips Road,Greer,SC,34.87226401,-82.22835776,29650,2
team-geocoding,ROCGHNY,Rochester General Hospital,"1425 Portland Avenue, Rochester, NY 14621",1425 Portland Avenue,Rochester,NY,43.19153379,-77.58558839,14621,2
team-geocoding,PINELFL,Pinellas County Jail,"14400 49th Street North, Clearwater, FL 33762",14400 49th Street North,Clearwater,FL,27.90256006,-82.70587478,33762,2
team-geocoding,MANATFL,Manatee County Detention-Annex,"14470 Harlee Road, Palmetto, FL 34221",14470 Harlee Road,Palmetto,FL,27.6366807,-82.5399629,34221,2
team-geocoding,NRJDCVA,NW Regional Juvenile Detention Center,"145 Ft Collier Rd, Winchester, VA 22603",145 Ft Collier Rd,Winchester,VA,39.19961184,-78.14513265,22603,2
team-geocoding,STWRTGA,Stewart Detention Center,"146 Cca Road, Lumpkin, GA 31815",146 Cca Road,Lumpkin,GA,32.03560799,-84.77150169,31815,2
hold,WASHOLD,Washington Field Office,"14797 Murdock Street, Chantilly, Va 20151",14797 Murdock Street,Chantilly,VA,38.91143006,-77.45867867,20151,2
new,WAJAIMN,Washington County Jail,"14900 North 62st. Street, Stillwater, Mn 55082",14900 North 62st. Street,Stillwater,MN,45.0380172,-92.80288302,55082,2
hold,NBGHOLD,Newburgh Holding,"15 Governor Drive, Newburgh, Ny 12550",15 Governor Drive,Newburgh,NY,41.51576889,-74.11100479,12550,2
team-geocoding,WAKULFL,Wakulla County Jail,"15 Oak Street, Crawfordville, FL 32327",15 Oak Street,Crawfordville,FL,30.19656538,-84.37729408,32327,2
team-geocoding,UNIVHNJ,University Hospital,"150 Bergen Street, Newark, NJ 07103",150 Bergen Street,Newark,NJ,40.74063899,-74.19087603,7103,4
hold,CSPHOLD,Casper Hold Room,"150 E. B Street Room 1014, Casper, WY 82601",150 E. B Street Room 1014,Casper,WY,42.85238167,-106.3242802,82601,2
team-geocoding,JOPSHTX,John Peter Smith Hospital,"1500 S Main St, Fort Worth, TX 76104",1500 S Main St,Fort Worth,TX,32.7272171,-97.32722301,76104,2
team-geocoding,HHBTHTX,Harris Health Ben Taub Hospital,"1504 Ben Taub Loop, Houston, TX 77030",1504 Ben Taub Loop,Houston,TX,29.71117201,-95.39405699,77030,3
team-geocoding,RDRVHTX,Red River Hospital,"1505 8th St, Wichita Falls, TX 76301",1505 8th St,Wichita Falls,TX,33.90623442,-98.50126889,76301,2
hold,MLDHOLD,"Midland, TX Enforcement and Removal Operations Hold Room","1515 Idlewild Drive, Midland, Tx 79703",1515 Idlewild Drive,Midland,TX,31.99699776,-102.1481852,79703,3
team-geocoding,FLHOSFL,Kindred Hospital South Florida - Fort Lauderdale,"1516 E Las Olas Blvd, Fort Lauderdale, FL 33301",1516 E Las Olas Blvd,Fort Lauderdale,FL,26.11962096,-80.12701547,33301,2
hold,RPCHOLD,Rapid City Hold Room,"1516 Fountain Plaza Drive, Rapid City, Sd 57702",1516 Fountain Plaza Drive,Rapid City,SD,44.09986245,-103.2584076,57702,2
team-geocoding,ABIRJVA,SW Virginia Regional Jail Auth-Abg Facility,"15205 Joe Derting Dr, Abingdon, VA 24210",15205 Joe Derting Dr,Abingdon,VA,36.73258655,-81.91168152,24210,2
team-geocoding,VVGMCCA,Victor Valley Global Medical Center,"15248 Eleventh Street, Victorville, CA 92395",15248 Eleventh Street,Victorville,CA,34.52817234,-117.2939222,92395,3
hold,TALHOLD,Tallahassee Hold Room,"1530 Commonwealth Business Drive, Tallahassee, Fl 32303",1530 Commonwealth Business Drive,Tallahassee,FL,30.47199279,-84.35511104,32303,2
team-geocoding,ENLMCCA,Enloe Medical Center,"1531 Esplanade Magnolia Ave, Chico, CA 95926",1531 Esplanade Magnolia Ave,Chico,CA,39.74216367,-121.8498751,95926,2
team-geocoding,BROMMNY,Broome County Correctional Facility,"155 Lt. Vanwinkle Drive, Binghamton, NY 13905",155 Lt. Vanwinkle Drive,Binghamton,NY,42.13245472,-75.91667444,13905,2
team-geocoding,MTNITPA,Mount Nittany Medical Center,"155 Wellness Way, State College, PA 16803",155 Wellness Way,State College,PA,40.8191247,-77.84355136,16803,2
team-geocoding,UNIHONY,Unity Hospital,"1555 Long Pond Road, Rochester, NY 14626",1555 Long Pond Road,Rochester,NY,43.19192954,-77.70551541,14626,2
team-geocoding,IBPSMIA,Miami Border Patrol,"15700 FL-820, Pembroke Pines, FL 33027",15700 FL-820,Pembroke Pines,FL,26.00720362,-80.35394031,33027,2
team-geocoding,IRADFCA,Imperial Regional Detention Facility,"1572 Gateway Road, Calexico, CA 92231",1572 Gateway Road,Calexico,CA,32.69075498,-115.39788,92231,2
team-geocoding,BOPMIA,Miami Federal Correctional Institution (Former McC),"15801 SW 137th Ave, Miami, FL 33177",15801 SW 137th Ave,Miami,FL,25.61802646,-80.40923012,33177,2
team-geocoding,HOUICDF,Houston Contract Detention Facility,"15850 Export Plaza Drive, Houston, TX 77032",15850 Export Plaza Drive,Houston,TX,29.95053796,-95.31222371,77032,2
team-geocoding,WKBHMFL,West Kendall Baptist Hospital,"15955 SW 96th Terrace, Miami, FL 33196",15955 SW 96th Terrace,Miami,FL,25.67808087,-80.45628462,33196,2
team-geocoding,OLACCLA,Lasalle Correctional Center Olla,"15976 US-165, Olla, LA 71465",15976 US-165,Olla,LA,31.91098108,-92.2190292,71465,2
team-geocoding,GREENMA,Franklin House of Corrections,"160 Elm Street, Greenfield, MA 01301",160 Elm Street,Greenfield,MA,42.59672867,-72.61310111,1301,2
team-geocoding,HAMILTN,Hamilton County Jail (Tenn),"1600 East 3rd Street, Chattanooga, TN 37404",1600 East 3rd Street,Chattanooga,TN,35.04172975,-85.27639879,37404,2
team-geocoding,THHEBTX,Texas Health Harris Methodist Hurst-Euless-Bedford,"1600 Hospital Pkwy, Bedford, TX 76022",1600 Hospital Pkwy,Bedford,TX,32.83543455,-97.1233219,76022,2
team-geocoding,BRGMCFL,Broward Health Medical Center,"1600 South Andrews Avenue, Fort Lauderdale, FL 33316",1600 South Andrews Avenue,Fort Lauderdale,FL,26.10258902,-80.14083798,33316,2
team-geocoding,JMTHOVA,Johnston Memorial Hospital,"16000 Johnston Memorial Drive, Abingdon, VA 24211",16000 Johnston Memorial Drive,Abingdon,VA,36.72304096,-81.9119617,24211,2
team-geocoding,DAKOTNE,Dakota County Jail,"1601 Broadway, Dakota City, NE 68731",1601 Broadway,Dakota City,NE,42.41607108,-96.41979172,68731,3
team-geocoding,STMARAZ,St Mary's Hospital,"1601 West Saint Marys Road, Tucson, AZ 85745",1601 West Saint Marys Road,Tucson,AZ,32.22820338,-111.0000813,85745,4
hold,YRKHOLD,York Hold Room,"1605 Clugston Road, York, Pa 17404",1605 Clugston Road,York,PA,39.9849929,-76.75795911,17404,3
team-geocoding,UHOSPIN,Union Hospital,"1606 N 7th St, Terre Haute, IN 47804",1606 N 7th St,Terre Haute,IN,39.485422,-87.40781904,47804,4
team-geocoding,JMHOSFL,Jackson Memorial Hospital,"1611 N.w. 12th Ave, Miami, FL 33136",1611 N.w. 12th Ave,Miami,FL,25.79112433,-80.21207435,33136,2
team-geocoding,ERICOPA,Erie County Jail,"1618 Ash Street, Erie, PA 16503",1618 Ash Street,Erie,PA,42.123738,-80.06654004,16503,2
team-geocoding,CSCNWWA,Northwest ICE Processing Center (Nwipc),"1623 E J Street, Suite 2, Tacoma, WA 98421","1623 E J Street, Suite 2",Tacoma,WA,47.24917683,-122.421692,98421,2
team-geocoding,THPSCTX,Thop Sierra Campus Elp,"1625 Medical Center Dr, El Paso, TX 79902",1625 Medical Center Dr,El Paso,TX,31.77760597,-106.4803796,79902,2
team-geocoding,BNMCTAZ,Banner Medical Center Tucson,"1625 N Campbell Ave, Tucson, AZ 85719",1625 N Campbell Ave,Tucson,AZ,32.24189358,-110.9463954,85719,2
team-geocoding,HERNAFL,Hernando County Jail,"16425 Spring Hill Drive, Brooksville, FL 34604",16425 Spring Hill Drive,Brooksville,FL,28.48386776,-82.45172885,34604,3
team-geocoding,YORCOSC,York County Detention Center,"1675 York Hwy #3-A, York, SC 29745",1675 York Hwy #3-A,York,SC,34.98239828,-81.19973823,29745,2
team-geocoding,DSRTVCA,Desert Valley Hospital,"16850 Bear Valley Road, Victorville, CA 92395",16850 Bear Valley Road,Victorville,CA,34.47233814,-117.2976951,92395,2
team-geocoding,LSHOSMA,Lemuel Shattuck Hospital,"170 Morton Street, Jamaica Plain, MA 02130",170 Morton Street,Jamaica Plain,MA,42.29959544,-71.1019386,2130,2
team-geocoding,PRESBNY,New York Presbyterian Hospital,"170 William St, New York, NY 10038",170 William St,New York,NY,40.71075893,-74.00513465,10038,2
team-geocoding,HALLJGA,Hall County Jail,"1700 Barber Road, Gainesville, GA 30507",1700 Barber Road,Gainesville,GA,34.23860701,-83.81286502,30507,2
team-geocoding,LRDMCTX,Laredo Medical Center,"1700 East Saunders, Laredo, TX 78044",1700 East Saunders,Laredo,TX,27.532485,-99.47807703,78044,2
