idnInmate	Strcity	Strcode	Strdescription	datCreatedOn	datModifiedOn	blnActive
3804	CHL	DRA	DRAPER CORRECTIONAL FACILITY                      	2005-03-05 14:50:58.890		0
3805	CHL	DUR	DURHAM CORRECTIONAL  CENTER                       	2005-03-05 14:50:58.890		0
3806	CHL	EAS	EASTERN CORR. INST..                              	2005-03-05 14:50:58.890		0
3807	CHL	EVA	EVANS CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890		0
3808	CHL	EVE	EVANS CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3809	CHL	FCC	FOUNTAIN CORRECTIONAL CENTER FOR WOMEN            	2005-03-05 14:50:58.890		0
3810	CHL	FCI	FEDERAL CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3811	CHL	FLO	FLOYD COUNTY CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3812	CHL	FOO	FOOTHILLS CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3813	CHL	FOR	FORSYTH COUNTY DETENTION CENTER	2003-08-10 11:23:16.927		0
3814	CHL	FOU	FOUNTAIN CORRECTIONAL CENTER FOR WOMEN            	2005-03-05 14:50:58.890		0
3815	CHL	FRA	FRANKLIN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3816	CHL	FRN	FRANKLIN CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890		0
3817	CHL	GAT	GATES CORRECTIONAL CENTER                         	2005-03-05 14:50:58.890		0
3818	CHL	GCC	GASTON CORRECTIONAL CENTER                        	2005-03-05 14:50:58.890		0
3819	CHL	GDB	GEORGIA DIAGNOSTIC & CLASSIFICATION CENTER        	2005-03-05 14:50:58.890		0
3820	CHL	GDC	GEORGIA DIAGNOSTIC & CLASSIFICATION CENTER	2003-08-10 11:23:16.927		0
3821	CHL	GEO	GEORGIA DIAGNOSTIC & CLASSIFICATION CENTER	2003-08-10 11:23:16.927		0
3822	CHL	GII	GEORGIA INDUSTRIAL INSTITUTION                    	2005-03-05 14:50:58.890		0
3823	CHL	GNE	GREENE CORRECTIONL INSTITUTION                    	2005-03-05 14:50:58.890		0
3824	CHL	GOO	VIRGINIA CORRECTIONAL CENTER FOR WOMEN            	2005-03-05 14:50:58.890		0
3825	CHL	GRA	C/O SCI GRATERFORD                                	2005-03-05 14:50:58.890		0
3826	CHL	GRE	GREENSVILLE CORRECTIONAL CENTER                   	2005-03-05 14:50:58.890		0
3827	CHL	GSP	GEORGIA STATE PRISON                              	2005-03-05 14:50:58.890		0
3828	CHL	HAD	RIVERS CORRECTIONAL INST.	2003-08-10 11:23:16.927		0
3829	CHL	HAN	HANCOCK CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890		0
3830	CHL	HAR	HARNETT CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3831	CHL	HAY	HAYS CORRECTIONAL INST	2003-08-10 11:23:16.927		0
3832	CHL	HLX	HALIFAX CORRECTION CENTER                         	2005-03-05 14:50:58.890		0
3833	CHL	HOK	HOKE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3834	CHL	HRS	HARRIS COUNTY C.I.	2003-08-10 11:23:16.927		0
3835	CHL	HUN	SCI AT RETREAT                                    	2005-03-05 14:50:58.890		0
3836	CHL	HVL	HAYNESVILLE CI                                    	2005-03-05 14:50:58.890		0
3837	CHL	HYS	HAYES CORECTIONAL CENTER                          	2005-03-05 14:50:58.890		0
3838	CHL	IFW	NORTH CAROLINA INSTITUTION FOR WOMEN              	2005-03-05 14:50:58.890		0
3839	CHL	INC	INDIAN CREEK CORRECTIONAL FACILITY                	2005-03-05 14:50:58.890		0
3840	CHL	IRE	IREDEL CORRECTIONAL INSTITUTION                   	2005-03-05 14:50:58.890		0
3841	CHL	JAC	JACKSON COUNTY C.I.	2003-08-10 11:23:16.927		0
3842	CHL	JCI	JOHNSON CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890		0
3843	CHL	JOH	JOHNSTON CORR. INST                               	2005-03-05 14:50:58.890		0
3844	CHL	JRI	JAMES RIVER CORRECTIONAL CENTER                   	2005-03-05 14:50:58.890		0
3845	CHL	KCI	KIRKLAND CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3846	CHL	KIL	AL DEP OF CORR, KILBY CORRECTIONAL INSTITUTE      	2005-03-05 14:50:58.890		0
3847	CHL	KMC	KEENE MOUNTAIN CORRECTIONAL CENTER                	2005-03-05 14:50:58.890		0
3848	CHL	LBR	LIEBER CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3849	CHL	LCI	LOWNDES CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3850	CHL	LEE	LEE CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3851	CHL	LER	LEROY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3852	CHL	LEW	C/O LEWISBURG                                     	2005-03-05 14:50:58.890		0
3853	CHL	LIM	LIMESTONE CC                                      	2005-03-05 14:50:58.890		0
3854	CHL	LIN	LINCOLN CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890		0
3855	CHL	LOR	 LORTON CORRECTIONAL FACILITY, DOC                	2005-03-05 14:50:58.890		0
3856	CHL	LOW	LOW SECURITY CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3857	CHL	LTH	LEATH CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3858	CHL	LUM	LUMBERTON CORRECTIONAL CENTER                     	2005-03-05 14:50:58.890		0
3859	CHL	MAC	MACDOUGALL CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3860	CHL	MAF	MARY FRANCIS CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3861	CHL	MAN	MANNING CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3862	CHL	MAO	CENTRAL CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3863	CHL	MAR	MARION CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3864	CHL	MAU	EASTERN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3865	CHL	MCC	MCCORMICK CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3866	CHL	MCD	MACDOUGALL CORRECTIONAL INSTITUTION               	2005-03-05 14:50:58.890		0
3867	CHL	MCH	MCCAIN CORRECTIONAL HOSPITAL                      	2005-03-05 14:50:58.890		0
3868	CHL	MCK	MECKLENBURG CORRECTIONAL CENTER                   	2005-03-05 14:50:58.890		0
3869	CHL	MCN	MACON CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890		0
3870	CHL	MEN	MEN'S CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3871	CHL	MET	METRO CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3872	CHL	MGC	MGCI WOMENS CORRECTIONAL INSTITUTION              	2005-03-05 14:50:58.890		0
3873	CHL	MON	MONTGOMERY CORRECTIONAL CENTER                    	2005-03-05 14:50:58.890		0
3874	CHL	MOR	MORRISON YOUTH INSTITUTION                        	2005-03-05 14:50:58.890		0
3875	CHL	MUS	MUSCOGEE C.I.	2003-08-10 11:23:16.927		0
3876	CHL	NAG	CAMPAMENTO PUNTA LIMA	2003-08-10 11:23:16.927		0
3877	CHL	NAS	NASH CORRECTIONAL INSTITUTE                       	2005-03-05 14:50:58.890		0
3878	CHL	NCC	N.C. DEPARTMENT OF CORRECTIONS                    	2005-03-05 14:50:58.890		0
3879	CHL	NCT	NORTH CAROLINA CORRECTIONAL CENTER                	2005-03-05 14:50:58.890		0
3880	CHL	NEU	NEUSE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3881	CHL	NHA	NEW HANOVER CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3882	CHL	NOR	NORTH CAROLINA CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3883	CHL	NOT	NOTTOWAY CORRECTIONAL CNETER                      	2005-03-05 14:50:58.890		0
3884	CHL	NSV	NASH CORRECTIONAL INSTITUTION                     	2005-03-05 14:50:58.890		0
3885	CHL	NTH	NORTHSIDE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3886	CHL	OCC	OCCOQUAN FACILITY                                 	2005-03-05 14:50:58.890		0
3887	CHL	OCO	OCONEE COUNTY JAIL	2003-08-10 11:23:16.927		0
3888	CHL	ODO	ODOM CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3889	CHL	ORA	ORANGE CORRECTIONAL CENTER                        	2005-03-05 14:50:58.890		0
3890	CHL	PEN	PENDER CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3891	CHL	PET	PETERSBURG FEDERAL CORRECTIONAL INSTITUTE         	2005-03-05 14:50:58.890		0
3892	CHL	PHI	PHILLIPS CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3893	CHL	PIE	PIEDMONT CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3894	CHL	POL	POLK CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3895	CHL	PON	INSTITUCION REGIONAL DEL SUR	2003-08-10 11:23:16.927		0
3896	CHL	POR	PORTSMOUTH CITY JAIL                              	2005-03-05 14:50:58.890		0
3897	CHL	POW	POWHATAN CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890		0
3898	CHL	PRI	ADMINISTRATION OF CORRECTIONS/PUERTO RICO         	2005-03-05 14:50:58.890		0
3899	CHL	PRY	PERRY CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3900	CHL	PUL	PULASKI                                           	2005-03-05 14:50:58.890		0
3901	CHL	PWC	PRINCE WILLIAM COUNTY ADC                         	2005-03-05 14:50:58.890		0
3902	CHL	PYO	POLK YOUTH INSTITUTION                            	2005-03-05 14:50:58.890		0
3903	CHL	QUO	PASQUOTANK C.I.	2003-08-10 11:23:16.927		0
3904	CHL	RAN	RANDOLPH CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3905	CHL	RCC	ROCKINGHAM CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3906	CHL	RCW	RALEIGH CORRECTIONAL CENTER FOR WOMEN	2003-08-10 11:23:16.927		0
3907	CHL	RDG	RIDGELAND CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3908	CHL	RID	RIDGELAND CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3909	CHL	RIO	STATE PENITENTIARY	2003-08-10 11:23:16.927		0
3910	CHL	ROB	ROBESON CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890		0
3911	CHL	ROC	C/O SCI ROCKVIEW                                  	2005-03-05 14:50:58.890		0
3912	CHL	ROG	ROGERS CORRECTIONAL INSTITUTION                   	2005-03-05 14:50:58.890		0
3913	CHL	RTD	RUTHERFORD CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3914	CHL	RUT	RUTLEDGE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3915	CHL	SAB	SABANA HOYOS CAMP                                 	2005-03-05 14:50:58.890		0
3916	CHL	SAC	SANFORD CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890		0
3917	CHL	SAL	ROWAN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3918	CHL	SAM	SAMPSON CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3919	CHL	SAN	SANDHILLS YOUTH CENTER                            	2005-03-05 14:50:58.890		0
3920	CHL	SCC	SAMPSON CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3921	CHL	SCI	SUMTER COUNTY CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3922	CHL	SCT	SCOTT CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890		0
3923	CHL	SFD	SANFORD CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890		0
3924	CHL	SHA	SCI COAL TOWNSHIP                                 	2005-03-05 14:50:58.890		0
3925	CHL	SMI	SMITH CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890		0
3926	CHL	SOC	SOUTH CAROLINA DEPT OF CORRECTIONS                	2005-03-05 14:50:58.890		0
3927	CHL	SOT	SOUTHERN CORRECTIONAL INST.                       	2005-03-05 14:50:58.890		0
3928	CHL	SOU	SOUTHERN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3929	CHL	STA	STANLY COUNTY JAIL	2003-08-10 11:23:16.927		0
3930	CHL	STB	ST. BRIDES CORRECTIONAL CENTER                    	2005-03-05 14:50:58.890		0
3931	CHL	STO	STOKES CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3932	CHL	SUM	SUMTER CITY CORRECTIONAL INSTITUTION              	2005-03-05 14:50:58.890		0
3933	CHL	SYL	FCI. SCHYKLILL                                    	2005-03-05 14:50:58.890		0
3934	CHL	TDG	FCI, TALLADEGA	2003-08-10 11:23:16.927		0
3935	CHL	TEL	TELFAIR CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890		0
3936	CHL	TER	TERRELL CO. CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3937	CHL	TIL	TILLERY CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890		0
3938	CHL	TRI	TRIANGLE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3939	CHL	TRO	TROUP COUNTY C.I.	2003-08-10 11:23:16.927		0
3940	CHL	TUR	TURBEVILLE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3941	CHL	UMS	UMSTEAD CORRECTIONAL CENTER                       	2005-03-05 14:50:58.890		0
3942	CHL	VAN	VANCE CORRECTIONAL INSTITUTION                    	2005-03-05 14:50:58.890		0
3943	CHL	VCI	VALDOSTA CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3944	CHL	VSP	VIRGINIA STATE PENITENTIARY                       	2005-03-05 14:50:58.890		0
3945	CHL	WAK	WAKE CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3946	CHL	WAL	WALKER CORRECTIONAL INSTITUTION                   	2005-03-05 14:50:58.890		0
3947	CHL	WAR	WARE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3948	CHL	WAT	WATERBEE CORRECTIONAL INSTITUTION                 	2005-03-05 14:50:58.890		0
3949	CHL	WAY	WAYNE CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927		0
3950	CHL	WCC	WOMEN'S CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3951	CHL	WCI	WOMRN'S CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890		0
3952	CHL	WCP	WEST CENTRAL PRISON	2003-08-10 11:23:16.927		0
3953	CHL	WDC	WILLIAM DONALDSON CORRECTIONAL FACILITY           	2005-03-05 14:50:58.890		0
3954	CHL	WES	WESTERN YOUTH INSTITUTION	2003-08-10 11:23:16.927		0
3955	CHL	WHI	WHITEVILLE PRISON UNIT	2003-08-10 11:23:16.927		0
3956	CHL	WIL	WILCOX C.I.                                       	2005-03-05 14:50:58.890		0
3957	CHL	WLD	WALDEN CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927		0
3958	CHL	WLK	WILKES CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3959	CHL	WNE	WAYNE CORRECTIONAL                                	2005-03-05 14:50:58.890		0
3960	CHL	WOM	NC CORR. INSTITUTION FOR WOMEN	2003-08-10 11:23:16.927		0
3961	CHL	WRE	WATEREE RIVER C.I.	2003-08-10 11:23:16.927		0
3962	CHL	WRN	WARREN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3963	CHL	WSH	WASHINGTON CORRECTIONAL INSTITUTE                 	2005-03-05 14:50:58.890		0
3964	CHL	YAD	YADKIN CORRECTIONAL CENTER	2003-08-10 11:23:16.927		0
3965	CHL	YDC	YOUTH CENTER, DISTRICT OF COLUMBIA                	2005-03-05 14:50:58.890		0
3966	CHL	YKN	YADKIN CORRECTIONAL CENTER                        	2005-03-05 14:50:58.890		0
3967	CLE	.LC	ST. LOUIS CORRECTIONAL FACILITY                   	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
3968	CLE	ACU	APPALACHIAN CORRECTIONL UNIT #29	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	1
3969	CLE	ADR	ADRIAN TEMPORARY FACILITY                         	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
3970	CLE	AIK	AIKEN CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3971	CLE	ALA	C/O WARDEN KILBY CORRECTIONS FACILITY	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	1
3972	CLE	ALB	ALBANY TRANSITIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3973	CLE	ALD	ALDERSON FEDERAL CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3974	CLE	ALL	ALLENDALE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	1
3975	CLE	ALN	ALLEN CORRECTIONAL INSTITUTE                      	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
3976	CLE	ALW	LFCI ALLENWOOD	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3977	CLE	AND	ANDERSON COUNTY DETENTION CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3978	CLE	ANS	ANSON CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3979	CLE	ARR	ARRENDALE C.I.	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3980	CLE	AUG	AUGUSTA	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3981	CLE	BAR	BARAGA MAX. FACILITY                              	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
3982	CLE	BAS	BASKERVILLE CORRECTIONAL UNIT #4	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3983	CLE	BAY	BAYAMON REGIONAL JAIL (1072)	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3984	CLE	BBW	BLACK BLUFF WARDEN	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3985	CLE	BCC	BELLAMY CREEK CORRECTIONAL FACILITY               	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
3986	CLE	BCI	BELMONT CORRECTIONAL INSTITUTION                  	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
3987	CLE	BCN	BLANCH YOUTH INSTITUTION	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3988	CLE	BDR	BROAD RIVER CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3989	CLE	BEL	BELMONT CORRECTINAL INSTITUTE                     	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
3990	CLE	BLA	BLAND CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3991	CLE	BMC	BIG MUDDY CORRECTIONAL CENTER                     	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
3992	CLE	BOS	BOSTICK CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3993	CLE	BOT	BOTECOURT CORRECTIONAL FACILITY	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3994	CLE	BRC	BOYER ROAD CORRECTIONAL FACILITY                  	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
3995	CLE	BRO	BROWN CREEK CORRECTION CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3996	CLE	BRS	AL BURRIS CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
3997	CLE	BRU	BRUNSWICK CORRECTIONAL FACILITY	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	1
3998	CLE	BTC	BRANCHVILLE TRAINING CENTER                       	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
3999	CLE	BTN	FCI BUTNER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4000	CLE	BUC	BUCKINGHAM CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4001	CLE	BUR	BURKEVILLE                                        	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4002	CLE	BWN	BALDWIN CORRECTIONAL INSTITUTE	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4003	CLE	CAB	CABARRUS CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4004	CLE	CAL	CALEDONIA CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	1
4005	CLE	CAM	C/O SCI CAMP HILL	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4006	CLE	CAR	CAROLINE CORRECTIONAL UNIT #2	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4007	CLE	CAS	CASWELL CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4008	CLE	CAT	CARTERET CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4009	CLE	CAW	CATAWBA CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4010	CLE	CCC	COLUMBUS CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4011	CLE	CCF	COTTON CORRECTIONAL FACILITY                      	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4012	CLE	CCI	CENTRAL CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4013	CLE	CEF	CHARLES EGELER CORRECTIONAL FACILITY              	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4014	CLE	CEN	CENTRALIA CORRECTIONAL CENTER                     	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4015	CLE	CEP	CENTRAL PRISON	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4016	CLE	CFW	COFFEEWOOD CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	1
4017	CLE	CHA	CHATHAM CORRECTIONAL UNIT #15	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	1
4018	CLE	CHE	CHESTERFIELD COMMUNITY CORRECTIONAL UNIT #33	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	1
4019	CLE	CHI	CHILLICOTHE  CORRECTIONAL INSTITUTE               	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4020	CLE	CHN	CALHOUN CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	1
4021	CLE	CIC	CORRECTIONAL INDUSTRIAL COMPLEX                   	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4022	CLE	CLA	CLARINDA CORRECTIONAL FACILITY                    	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4023	CLE	CMC	CORRECTIONS MEDICAL CENTER                        	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4024	CLE	COA	COASTAL CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4025	CLE	COL	COLUMBIA CORRECTIONAL INSTITUTION                 	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4026	CLE	COR	CORRECTIONAL RECEPTION CENTER                     	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4027	CLE	COT	G. ROBERT COTTON FACILITY                         	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4028	CLE	CPO	CAMP OJIBWAY                                      	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4029	CLE	CRA	CRAGGY CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4030	CLE	CRE	STATE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4031	CLE	CRO	CROSS ANCHOR CORR. INST	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4032	CLE	CSC	COLD SPRINGS CORRECTIONAL UNIT #10	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	1
4033	CLE	CTC	CHIPPEWA TEMPOARY CORRECTIONAL FACILITY           	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4034	CLE	CTF	DC DOC, CORRECTIONAL TREATMENT FACILITY	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4035	CLE	CUR	CURRITUK CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4036	CLE	DAL	C/O WARDEN	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4037	CLE	DAN	DANVILLE CORRECTIONAL CENTER                      	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4038	CLE	DAV	DAVIE CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4039	CLE	DCI	DAYTON CORRECTIONAL INSTITUTE                     	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4040	CLE	DCJ	DC DEPARTMENT OF CORRECTIONS	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4041	CLE	DCS	DEPARTMENT OF CORRECTIONAL SERVICES               	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4042	CLE	DCT	DARE COUNTY DETENTION FACILITY	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4043	CLE	DCU	DINWIDDIE CORRECTIONAL UNIT #27	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	1
4044	CLE	DEE	DEERFIELD CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4045	CLE	DFI	DEERFIELD CORRECTIONAL FACILITY                   	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4046	CLE	DIL	DILLWYN CORRECTIONAL FACILITY	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4047	CLE	DIS	DIVISION OF INTENSIVE SANCTIONS                   	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4048	CLE	DIX	DIXON CORRECTIONAL CENTER                         	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4049	CLE	DKB	DEKALB COUNTY JAIL	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4050	CLE	DLY	DOOLY CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4051	CLE	DMC	DEEP MEADOW CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4052	CLE	DOD	DODGE CORRECTIONAL INSTITUTION	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4053	CLE	DPN	DUPLIN CORRECTIONAL CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	1
4054	CLE	DRA	DRAPER CORRECTIONAL FACILITY	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4055	CLE	DUN	DUNES CORRECTIONAL FACILITY                       	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4056	CLE	DUR	DURHAM CORRECTIONAL  CENTER	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
4057	CLE	DWI	DWIGHT CORRECTIONAL CENTER                        	2005-03-05 14:50:58.890	2009-04-25 00:02:00.000	1
4058	CLE	EAS	EASTERN CORR. INST..	2003-08-10 11:23:16.927	2009-04-25 00:02:00.000	0
